Season,Tm,Lg,G,W,L,W/L%,MOV,SOS,SRS,Pace,ORtg,DRtg,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,ORB%,FT/FGA
2004-05,LAL,NBA,82,34,48,0.415,-2.96,0.64,-2.32,90.8,108.1,111.4,0.485,13.4,29.5,0.251,0.493,11,28.9,0.218
2004-05,LAC,NBA,82,37,45,0.451,-0.77,0.3,-0.47,89.1,105.5,106.4,0.477,14.9,30.3,0.278,0.48,13,28.7,0.235
2004-05,IND*,NBA,82,44,38,0.537,0.76,-0.27,0.49,87.2,105.5,104.6,0.476,14.1,26.4,0.283,0.472,13.6,28.7,0.261
2004-05,HOU*,NBA,82,51,31,0.622,4.04,0.23,4.27,88.8,106.2,101.7,0.486,13.5,26.3,0.242,0.459,12.9,25.5,0.245
2004-05,GSW,NBA,82,34,48,0.415,-2.16,0.42,-1.74,93.3,104.7,106.9,0.475,12.3,27.8,0.201,0.491,13.9,30.3,0.227
2004-05,DET*,NBA,82,54,28,0.659,3.87,-0.55,3.31,87.2,105.6,101.2,0.472,13.3,31.2,0.247,0.461,13.5,27,0.207
2004-05,DEN*,NBA,82,49,33,0.598,2.02,0.2,2.23,93.5,106,103.9,0.483,13.8,28.4,0.267,0.482,15.1,28.3,0.247
2004-05,DAL*,NBA,82,58,24,0.707,5.74,0.11,5.86,92.7,110.3,104.1,0.492,12.5,28.6,0.273,0.472,14.3,29.8,0.239
2004-05,CLE,NBA,82,42,40,0.512,0.79,-0.52,0.27,89.7,106.6,105.7,0.47,13,32.5,0.244,0.485,14.1,28.5,0.248
2004-05,CHI*,NBA,82,47,35,0.573,1.06,-0.41,0.65,92.4,101.4,100.3,0.471,15.5,28.4,0.233,0.454,14.4,27.4,0.262
2004-05,CHA,NBA,82,18,64,0.22,-5.99,-0.16,-6.15,92.3,101.1,107.5,0.455,13.3,29.5,0.217,0.497,14.7,29.1,0.269
2004-05,BOS*,NBA,82,45,37,0.549,0.87,-0.52,0.35,93.3,107.5,106.6,0.501,14.7,27.2,0.273,0.481,14.2,29.9,0.274
2004-05,ATL,NBA,82,13,69,0.159,-9.71,0.09,-9.62,91.4,100.6,111.1,0.464,14.9,30.7,0.212,0.513,14,27.9,0.289
2003-04,WAS,NBA,82,25,57,0.305,-5.63,-0.48,-6.12,92.2,98.8,104.8,0.454,16,30.7,0.241,0.486,14.9,30.5,0.214
2003-04,UTA,NBA,82,42,40,0.512,-1.22,0.69,-0.53,86.6,101.9,103.3,0.456,16.1,34.1,0.266,0.468,15.4,27.6,0.319
2003-04,TOR,NBA,82,33,49,0.402,-3.01,-0.4,-3.42,86.8,97,100.4,0.454,14.1,23.8,0.195,0.449,14.1,29.9,0.241
2003-04,SEA,NBA,82,37,45,0.451,-0.63,0.66,0.02,89.9,107.3,108,0.501,13.9,27.2,0.207,0.487,13.9,31.5,0.237
2003-04,SAS*,NBA,82,57,25,0.695,7.22,0.29,7.51,89.2,102.2,94.1,0.473,14.1,29.5,0.219,0.433,14.8,25.4,0.215
2003-04,SAC*,NBA,82,55,27,0.671,5.01,0.4,5.41,92.8,110.3,104.9,0.507,13,26,0.242,0.483,13.7,30.2,0.193
2003-04,POR,NBA,82,41,41,0.5,-1.27,0.69,-0.58,86.2,103.7,105.1,0.478,14.4,31.2,0.195,0.482,13.3,30,0.186
2003-04,PHO,NBA,82,29,53,0.354,-3.74,0.8,-2.94,92.6,101.4,105.5,0.475,14.3,26.6,0.209,0.482,14.7,30.1,0.24
2003-04,PHI,NBA,82,33,49,0.402,-2.49,-0.46,-2.95,88,99.1,101.9,0.456,15.5,28.2,0.242,0.467,14.7,29.3,0.231
2003-04,ORL,NBA,82,21,61,0.256,-7.02,-0.23,-7.25,90.8,102.7,110.4,0.461,12.8,28.1,0.218,0.502,12.7,31.3,0.214
2003-04,NYK*,NBA,82,39,43,0.476,-1.48,-0.49,-1.97,89.5,101.7,103.3,0.474,15.1,28,0.211,0.461,13.2,27.2,0.259
2003-04,NOH*,NBA,82,41,41,0.5,-0.1,-0.62,-0.72,89.1,102.3,102.4,0.46,14.1,30.6,0.22,0.476,15,28.7,0.218
2003-04,NJN*,NBA,82,47,35,0.573,2.5,-0.63,1.88,89.4,100.8,98,0.471,14.4,25.9,0.219,0.46,15.7,26.1,0.221
2003-04,MIN*,NBA,82,58,24,0.707,5.49,0.37,5.86,89,105.9,99.7,0.486,12.4,26.7,0.207,0.444,12.9,27.5,0.215
2003-04,MIL*,NBA,82,41,41,0.5,1.06,-0.64,0.42,91.6,106.5,105.4,0.477,12.7,27.6,0.255,0.485,13.3,28.2,0.213
2003-04,MIA*,NBA,82,42,40,0.512,0.52,-0.65,-0.13,88,102.2,101.7,0.463,13.5,27.4,0.227,0.463,14.5,26.6,0.26
2003-04,MEM*,NBA,82,50,32,0.61,2.44,0.52,2.95,91.4,104.8,102.2,0.479,13.9,29.5,0.234,0.465,15.7,31.6,0.251
2003-04,LAL*,NBA,82,56,26,0.683,3.9,0.45,4.35,92.3,105.5,101.3,0.481,12.8,28.1,0.244,0.471,14.3,26.7,0.222
2003-04,LAC,NBA,82,28,54,0.341,-4.59,0.84,-3.74,91,103.5,108.5,0.453,15,32.8,0.275,0.494,12.9,30,0.231
2003-04,IND*,NBA,82,61,21,0.744,5.76,-0.82,4.93,87.5,103.8,97.2,0.471,14.1,28.5,0.243,0.459,15.7,26.1,0.218
2003-04,HOU*,NBA,82,45,37,0.549,1.73,0.55,2.28,87.8,100.9,99,0.484,16.4,26.5,0.221,0.447,13.1,25.5,0.233
2003-04,GSW,NBA,82,37,45,0.451,-0.73,0.66,-0.07,89.8,103,103.8,0.475,14.1,28.4,0.226,0.476,13.3,27.9,0.211
2003-04,DET*,NBA,82,54,28,0.659,5.84,-0.81,5.04,87.9,102,95.4,0.461,14.7,30.1,0.247,0.441,15.5,28.2,0.202
2003-04,DEN*,NBA,82,43,39,0.524,1.07,0.58,1.65,93.3,103.9,102.7,0.467,14.2,30.5,0.245,0.481,15.6,30.7,0.221
2003-04,DAL*,NBA,82,52,30,0.634,4.44,0.42,4.86,93.2,112.1,107.4,0.495,11.1,31.4,0.204,0.498,13.9,28.4,0.214
2003-04,CLE,NBA,82,35,47,0.427,-2.62,-0.44,-3.07,90.8,101.4,104.2,0.451,13.7,31.1,0.226,0.469,12.3,27,0.221
2003-04,CHI,NBA,82,23,59,0.28,-6.35,-0.33,-6.69,92.2,96.6,103.4,0.446,14.9,28.1,0.197,0.469,14.1,28.6,0.253
2003-04,BOS*,NBA,82,36,46,0.439,-1.45,-0.54,-1.99,93.2,102.1,103.7,0.486,15.4,25.2,0.245,0.479,15.7,30.5,0.24
2003-04,ATL,NBA,82,28,54,0.341,-4.65,-0.36,-5,90.8,101,106.1,0.465,15.4,28.6,0.235,0.476,13.1,29.5,0.234
2002-03,WAS,NBA,82,37,45,0.451,-1.01,-0.46,-1.47,88.2,103,104.1,0.46,13,27.3,0.253,0.477,13.8,28.4,0.212
2002-03,UTA*,NBA,82,47,35,0.573,2.39,0.37,2.76,89.3,105.5,102.8,0.486,16,32.5,0.283,0.468,15.2,29.8,0.256
2002-03,TOR,NBA,82,24,58,0.293,-5.87,-0.23,-6.1,89.9,100.5,107,0.458,13.6,28.2,0.203,0.489,13.1,29.3,0.226
2002-03,SEA,NBA,82,40,42,0.488,-0.12,0.49,0.37,88,103.7,103.9,0.472,12.8,28.1,0.201,0.484,14.3,28.2,0.21
2002-03,SAS*,NBA,82,60,22,0.732,5.41,0.23,5.65,90,105.6,99.7,0.497,15.1,28.8,0.253,0.453,14.2,28.7,0.199
2002-03,SAC*,NBA,82,59,23,0.72,6.5,0.18,6.68,95.4,105.9,99.1,0.499,13.3,25.6,0.196,0.446,13.6,29.4,0.204
2002-03,POR*,NBA,82,50,32,0.61,2.61,0.36,2.97,89.4,105.5,102.6,0.489,14.5,30.2,0.223,0.483,14.9,27.7,0.194
2002-03,PHO*,NBA,82,44,38,0.537,1.13,0.43,1.57,91.5,103.7,102.5,0.473,13.7,29.7,0.211,0.47,14.8,29.7,0.222
2002-03,PHI*,NBA,82,48,34,0.585,2.3,-0.55,1.76,91.4,105,102.5,0.466,13.7,30.3,0.263,0.488,16.2,27.3,0.243
2002-03,ORL*,NBA,82,42,40,0.512,0.13,-0.53,-0.39,93.1,105.2,105,0.478,13.3,27,0.239,0.486,15.1,28.9,0.25
2002-03,NYK,NBA,82,37,45,0.451,-1.35,-0.26,-1.61,90.7,104.7,106.2,0.486,13.4,24.4,0.196,0.485,13.7,28.2,0.261
2002-03,NOH*,NBA,82,47,35,0.573,2.11,-0.59,1.52,89.4,103.9,101.6,0.465,13.9,31.7,0.219,0.464,14,26.9,0.226
2002-03,NJN*,NBA,82,49,33,0.598,5.22,-0.8,4.42,91.6,103.8,98.1,0.468,13.8,28.7,0.252,0.46,15.7,26.9,0.225
2002-03,MIN*,NBA,82,51,31,0.622,2.07,0.39,2.46,91.9,106.1,103.8,0.488,12.9,28.2,0.206,0.472,12.7,27.1,0.203
2002-03,MIL*,NBA,82,42,40,0.512,0.23,-0.48,-0.24,90.4,108.8,108.6,0.5,12.2,25.6,0.222,0.494,13.5,30.1,0.237
2002-03,MIA,NBA,82,25,57,0.305,-5.05,-0.08,-5.13,87.8,96.7,102.4,0.439,13.8,26.8,0.198,0.47,14.1,26.1,0.257
2002-03,MEM,NBA,82,28,54,0.341,-3.23,0.63,-2.6,92.7,103.9,107.3,0.487,14.2,27,0.212,0.491,13.4,31.3,0.197
2002-03,LAL*,NBA,82,50,32,0.61,2.33,0.38,2.71,92.5,107.2,104.7,0.486,13.3,30.2,0.228,0.477,13.4,27.3,0.241
2002-03,LAC,NBA,82,27,55,0.329,-4.12,0.68,-3.45,91.3,102.3,106.8,0.467,14.8,29.1,0.252,0.481,13.1,29.8,0.222
2002-03,IND*,NBA,82,48,34,0.585,3.49,-0.7,2.79,91.6,104.6,100.8,0.469,13.7,29,0.263,0.458,14.3,27.7,0.228
2002-03,HOU,NBA,82,43,39,0.524,1.48,0.42,1.89,88.8,104.3,102.6,0.474,14.8,30.3,0.243,0.462,12.6,27.6,0.209
2002-03,GSW,NBA,82,38,44,0.463,-1.13,0.54,-0.6,94.2,108.3,109.5,0.472,13.9,35,0.267,0.482,12.2,32.1,0.22
2002-03,DET*,NBA,82,50,32,0.61,3.68,-0.71,2.97,86.8,104.1,99.9,0.473,13.3,25.9,0.248,0.461,13.9,26,0.225
2002-03,DEN,NBA,82,17,65,0.207,-8.28,0.87,-7.41,91,92.2,101.3,0.428,17.1,31.3,0.198,0.477,16.5,26.7,0.29
2002-03,DAL*,NBA,82,60,22,0.732,7.78,0.12,7.9,92.5,110.7,102.3,0.498,10.9,25.4,0.213,0.473,14.8,29.1,0.221
2002-03,CLE,NBA,82,17,65,0.207,-9.62,0.04,-9.59,94,96.5,106.7,0.444,16.4,31,0.223,0.484,13,26.8,0.252
2002-03,CHI,NBA,82,30,52,0.366,-5.13,-0.17,-5.31,93.5,100.2,105.6,0.471,15.4,27.7,0.217,0.47,13.3,30.5,0.263
2002-03,BOS*,NBA,82,44,38,0.537,-0.39,-0.36,-0.75,90.9,101.2,101.6,0.47,13.4,23.6,0.227,0.471,15.1,27.5,0.242
2002-03,ATL,NBA,82,35,47,0.427,-3.56,-0.31,-3.87,91,102.3,106.1,0.476,15.7,27.9,0.248,0.469,12.1,29.6,0.222
2001-02,WAS,NBA,82,37,45,0.451,-1.4,-0.17,-1.58,88.3,104.8,106.4,0.464,12.5,30.7,0.214,0.484,13,28.6,0.214
2001-02,UTA*,NBA,82,44,38,0.537,0.89,0.32,1.21,90.3,105.6,104.6,0.472,15.4,33.5,0.291,0.484,15.9,28.3,0.286
2001-02,TOR*,NBA,82,42,40,0.512,-0.44,-0.27,-0.71,88.8,102.6,103.1,0.463,13.6,31.4,0.189,0.471,14.7,29.9,0.237
2001-02,SEA*,NBA,82,45,37,0.549,3.02,0.22,3.24,89,108.9,105.6,0.505,13.2,29.4,0.189,0.485,14.5,31.9,0.206
2001-02,SAS*,NBA,82,58,24,0.707,6.21,0.07,6.28,90,106.5,99.7,0.492,13.8,27.2,0.262,0.453,13.7,28.1,0.189
2001-02,SAC*,NBA,82,61,21,0.744,7.61,0,7.61,95.6,109,101.1,0.497,12.4,27.9,0.231,0.467,13.6,28.3,0.185
2001-02,POR*,NBA,82,49,33,0.598,2.99,0.22,3.21,89.3,107.4,104,0.485,13.5,31.8,0.218,0.489,14.2,26.7,0.202
2001-02,PHO,NBA,82,36,46,0.439,-0.68,0.39,-0.3,91.4,103.3,104,0.472,13.6,30.1,0.18,0.476,14.4,29.8,0.227
2001-02,PHI*,NBA,82,43,39,0.524,1.6,-0.33,1.27,88.9,102.1,100.3,0.452,14.6,31.7,0.255,0.46,14.2,27.9,0.208
2001-02,ORL*,NBA,82,44,38,0.537,1.57,-0.32,1.25,93.2,107,105.3,0.493,12.6,26.3,0.21,0.486,14.4,30.8,0.215
2001-02,NYK,NBA,82,30,52,0.366,-3.99,-0.16,-4.15,89.7,101.5,105.9,0.468,14,25.6,0.216,0.479,12.9,28.1,0.236
2001-02,NJN*,NBA,82,52,30,0.634,4.16,-0.49,3.67,91.8,104,99.5,0.476,13.4,29.2,0.206,0.459,14.9,28.4,0.213
2001-02,MIN*,NBA,82,50,32,0.61,3.38,0.2,3.58,90.5,109,105.3,0.49,12.5,31.3,0.203,0.482,12.7,26.3,0.218
2001-02,MIL,NBA,82,41,41,0.5,-0.22,-0.4,-0.62,90.2,106.9,107.1,0.507,13.6,25.6,0.201,0.477,12,29.1,0.217
2001-02,MIA,NBA,82,36,46,0.439,-1.54,-0.31,-1.84,87.4,98.5,100.2,0.463,14.6,26.6,0.194,0.455,13.6,26,0.249
2001-02,MEM,NBA,82,23,59,0.28,-7.44,0.7,-6.74,91.1,98.2,106.3,0.462,15.4,27.8,0.204,0.486,13.7,32,0.197
2001-02,LAL*,NBA,82,58,24,0.707,7.12,0.03,7.15,92.1,109.4,101.7,0.498,11.8,28.8,0.218,0.453,13,28,0.233
2001-02,LAC,NBA,82,39,43,0.476,-0.46,0.38,-0.09,90.1,105.5,106,0.476,13.8,31.3,0.225,0.477,12.1,30.1,0.194
2001-02,IND*,NBA,82,42,40,0.512,0.27,-0.34,-0.07,91.9,104.1,103.8,0.477,14.2,27,0.253,0.469,13.2,29,0.227
2001-02,HOU,NBA,82,28,54,0.341,-4.89,0.58,-4.31,88.2,103.1,108.6,0.465,13.4,29,0.211,0.491,11.5,30.2,0.178
2001-02,GSW,NBA,82,21,61,0.256,-5.4,0.61,-4.8,94.5,102.8,108.5,0.452,14.7,35.3,0.242,0.488,12.9,30.6,0.232
2001-02,DET*,NBA,82,50,32,0.61,2.13,-0.45,1.69,90,104.8,102.4,0.497,14.3,24.4,0.235,0.474,14.8,29.5,0.206
2001-02,DEN,NBA,82,27,55,0.329,-5.82,0.63,-5.19,90.4,101.4,107.8,0.455,13.6,30.6,0.19,0.492,13.6,30.1,0.245
2001-02,DAL*,NBA,82,57,25,0.695,4.26,0.16,4.41,92.8,112.2,107.7,0.507,11.3,26.1,0.232,0.485,12.9,29.3,0.239
2001-02,CLE,NBA,82,29,53,0.354,-3.33,-0.19,-3.52,90.3,104.6,108.2,0.477,13.8,28.9,0.232,0.493,12.3,27.2,0.226
2001-02,CHI,NBA,82,21,61,0.256,-8.54,0.02,-8.52,90.5,98.2,107.6,0.456,14.6,26.6,0.218,0.497,13.7,28.6,0.239
2001-02,CHH*,NBA,82,44,38,0.537,0.96,-0.4,0.57,89.7,104.3,103.3,0.466,13.3,30.6,0.238,0.465,13.3,27.8,0.226
2001-02,BOS*,NBA,82,49,33,0.598,2.21,-0.46,1.75,92.5,103.4,101,0.476,12.8,24.1,0.223,0.464,15.1,27.1,0.245
2001-02,ATL,NBA,82,33,49,0.402,-4.23,-0.18,-4.41,91.9,101.8,106.4,0.471,14.6,27.5,0.225,0.495,14.1,29.1,0.218
2000-01,WAS,NBA,82,19,63,0.232,-6.67,-0.08,-6.75,92.7,100.6,107.8,0.46,15.7,29.7,0.264,0.503,14.1,28.2,0.236
2000-01,VAN,NBA,82,23,59,0.28,-5.73,0.79,-4.94,91.7,99.6,105.8,0.464,14.9,26.1,0.223,0.491,13.8,30.2,0.194
2000-01,UTA*,NBA,82,53,29,0.646,4.7,0.31,5,89.8,107.6,102.4,0.497,15.1,30.2,0.273,0.473,15.6,26.8,0.301
2000-01,TOR*,NBA,82,47,35,0.573,2.26,-0.57,1.69,90.9,105.9,103.4,0.468,12.1,30.8,0.213,0.476,13.3,26.8,0.212
2000-01,SEA,NBA,82,44,38,0.537,0.02,0.52,0.55,91.6,105.6,105.6,0.491,14.3,29.1,0.219,0.488,13.9,30.2,0.199
2000-01,SAS*,NBA,82,58,24,0.707,7.76,0.16,7.92,89.6,106.6,98,0.496,13.6,27.1,0.267,0.444,12.9,26.3,0.182
2000-01,SAC*,NBA,82,55,27,0.671,5.82,0.25,6.07,94.4,105.6,99.6,0.484,13.4,27.2,0.23,0.46,14.5,29.3,0.181
2000-01,POR*,NBA,82,50,32,0.61,4.2,0.33,4.52,89.1,106.5,101.8,0.497,14.8,30,0.225,0.47,14.3,27.6,0.223
2000-01,PHO*,NBA,82,51,31,0.622,2.21,0.42,2.63,93.1,100.3,98,0.46,14.1,27.3,0.221,0.46,16.3,26.3,0.252
2000-01,PHI*,NBA,82,56,26,0.683,4.28,-0.65,3.64,90.6,103.6,98.9,0.468,14.7,31.2,0.262,0.46,14.5,27.5,0.186
2000-01,ORL*,NBA,82,43,39,0.524,0.99,-0.6,0.39,93.2,103.2,102.1,0.474,13.8,29.1,0.215,0.464,15.6,30.2,0.29
2000-01,NYK*,NBA,82,48,34,0.585,2.63,-0.65,1.98,86.7,101.2,98.2,0.476,14.6,24.2,0.222,0.453,14.7,25.7,0.24
2000-01,NJN,NBA,82,26,56,0.317,-5.05,-0.25,-5.3,91.8,100,105.5,0.452,13.9,25.7,0.249,0.488,14.9,30,0.258
2000-01,MIN*,NBA,82,47,35,0.573,1.35,0.46,1.81,91.8,105.2,103.7,0.482,13,28.6,0.199,0.478,14.2,28.1,0.238
2000-01,MIL*,NBA,82,52,30,0.634,3.88,-0.74,3.14,92.1,108.8,104.6,0.499,12.8,28.1,0.217,0.473,14.4,28.9,0.253
2000-01,MIA*,NBA,82,50,32,0.61,2.29,-0.57,1.73,87.1,101.1,98.5,0.469,13.7,24.3,0.227,0.46,15.3,27.3,0.214
2000-01,LAL*,NBA,82,56,26,0.683,3.38,0.37,3.74,91.7,108.4,104.8,0.498,13.3,31.1,0.238,0.468,12.2,27.5,0.234
2000-01,LAC,NBA,82,31,51,0.378,-2.89,0.66,-2.23,89.6,101.3,104.5,0.476,14.9,28.3,0.221,0.466,12,28.9,0.217
2000-01,IND*,NBA,82,41,41,0.5,-0.2,-0.57,-0.77,89.4,102,102.2,0.471,14.5,27,0.239,0.452,12.8,28.6,0.235
2000-01,HOU,NBA,82,45,37,0.549,2.29,0.42,2.71,90.4,106.7,104.2,0.492,14,27.5,0.244,0.475,12.6,28.1,0.206
2000-01,GSW,NBA,82,17,65,0.207,-9.05,0.94,-8.11,94.1,97.8,107.4,0.429,13.9,33.3,0.199,0.504,15,30.3,0.227
2000-01,DET,NBA,82,32,50,0.39,-1.7,-0.39,-2.08,94.7,100,101.8,0.453,14.2,29.3,0.234,0.466,14,27.8,0.233
2000-01,DEN,NBA,82,40,42,0.488,-2.46,0.64,-1.83,92.6,103.7,106.3,0.47,12.8,28.3,0.211,0.476,12.1,28.2,0.223
2000-01,DAL*,NBA,82,53,29,0.646,4.28,0.32,4.61,93.2,107.1,102.6,0.498,13.1,24.1,0.231,0.467,14.2,29.3,0.244
2000-01,CLE,NBA,82,30,52,0.366,-4.24,-0.23,-4.48,91.2,100.3,104.9,0.459,15.4,29.7,0.239,0.477,14.1,28.9,0.248
2000-01,CHI,NBA,82,15,67,0.183,-9.1,0.01,-9.09,89.3,97.2,107.3,0.45,15.1,26.6,0.22,0.499,14.3,29.7,0.254
2000-01,CHH*,NBA,82,46,36,0.561,2.1,-0.65,1.45,89.4,101.8,99.5,0.457,13.7,29.8,0.246,0.456,14.1,25.5,0.222
2000-01,BOS,NBA,82,36,46,0.439,-2.13,-0.26,-2.4,92.6,101.4,103.7,0.473,14.7,25.3,0.25,0.493,16,27.3,0.256
2000-01,ATL,NBA,82,25,57,0.305,-5.21,-0.34,-5.55,91.9,98.7,104.3,0.456,15.5,28.9,0.206,0.472,13.8,29.2,0.249
1999-00,WAS,NBA,82,29,53,0.354,-3.28,-0.19,-3.47,92.7,103.5,107,0.476,14.8,30.6,0.234,0.489,13.9,28.3,0.273
1999-00,VAN,NBA,82,22,60,0.268,-5.62,0.52,-5.1,91,102.3,108.5,0.474,15.8,30.1,0.247,0.502,14.1,29.4,0.231
1999-00,UTA*,NBA,82,55,27,0.671,4.46,0.05,4.52,89.6,107.3,102.3,0.49,14.3,29.5,0.26,0.477,15,26.8,0.256
1999-00,TOR*,NBA,82,45,37,0.549,-0.16,-0.3,-0.46,92.5,104.7,104.9,0.464,12.7,30.1,0.23,0.48,14.2,28.2,0.247
1999-00,SEA*,NBA,82,45,37,0.549,0.95,0.22,1.17,93.4,105.6,104.6,0.487,12.9,28.5,0.196,0.483,14,30.4,0.193
1999-00,SAS*,NBA,82,53,29,0.646,5.94,-0.02,5.92,90.8,105,98.6,0.488,14.3,27.8,0.258,0.451,13.5,27,0.188
1999-00,SAC*,NBA,82,44,38,0.537,2.91,0.12,3.04,99.3,105,102.1,0.486,13.9,27.7,0.209,0.479,15.1,30.3,0.198
1999-00,POR*,NBA,82,59,23,0.72,6.4,-0.04,6.36,89.9,107.9,100.8,0.501,14.5,30.3,0.24,0.461,13.8,27.6,0.217
1999-00,PHO*,NBA,82,53,29,0.646,5.22,0.02,5.24,94,104.6,99,0.491,15.2,29.3,0.217,0.454,15.7,29.5,0.245
1999-00,PHI*,NBA,82,49,33,0.598,1.34,-0.32,1.02,92.7,101.5,100,0.457,14.2,31.4,0.233,0.466,16.2,30.1,0.229
1999-00,ORL,NBA,82,41,41,0.5,0.68,-0.26,0.43,97.3,102.4,101.7,0.473,15.4,31.6,0.224,0.476,15.9,30.1,0.226
1999-00,NYK*,NBA,82,50,32,0.61,1.46,-0.16,1.3,89.2,102.5,100.9,0.482,14.4,24.7,0.221,0.455,13.6,26.9,0.251
1999-00,NJN,NBA,82,31,51,0.378,-1.04,-0.15,-1.18,92.5,105.1,106.3,0.468,12.6,28.1,0.233,0.491,15.2,32.8,0.223
1999-00,MIN*,NBA,82,50,32,0.61,2.52,0.14,2.67,91.8,106.1,103.4,0.485,12.9,29.4,0.2,0.474,14,27,0.25
1999-00,MIL*,NBA,82,42,40,0.512,0.22,-0.28,-0.06,92.7,108.2,107.9,0.494,13.8,30,0.228,0.496,14.6,30.4,0.254
1999-00,MIA*,NBA,82,52,30,0.634,3.11,-0.36,2.75,89.7,104.5,101,0.495,14.5,28.2,0.208,0.453,13.3,27.1,0.229
1999-00,LAL*,NBA,82,67,15,0.817,8.55,-0.14,8.41,93.3,107.3,98.2,0.484,12.7,30.6,0.241,0.443,13.4,26.9,0.222
1999-00,LAC,NBA,82,15,67,0.183,-11.52,0.8,-10.73,93.9,97.8,110.1,0.458,14.9,26.1,0.202,0.507,13.1,30.4,0.22
1999-00,IND*,NBA,82,56,26,0.683,4.6,-0.45,4.15,93.1,108.5,103.6,0.503,13.3,24.9,0.245,0.469,12.6,28.5,0.197
1999-00,HOU,NBA,82,34,48,0.415,-0.87,0.3,-0.57,94.2,104.8,105.7,0.494,15.8,29.1,0.236,0.481,12.5,28.4,0.201
1999-00,GSW,NBA,82,19,63,0.232,-8.27,0.64,-7.63,95.4,99.8,108.4,0.444,13.9,32.6,0.21,0.499,14.6,30.9,0.259
1999-00,DET*,NBA,82,42,40,0.512,1.44,-0.31,1.13,95.7,107.3,105.8,0.492,14.3,26.8,0.295,0.499,15.4,28.4,0.249
1999-00,DEN,NBA,82,35,47,0.427,-2.12,0.36,-1.76,94.7,103.5,105.8,0.476,14,29.2,0.222,0.479,13,28.4,0.235
1999-00,DAL,NBA,82,40,42,0.488,-0.57,0.29,-0.29,94.9,106.6,107.2,0.49,12.6,25.5,0.2,0.488,14.2,33.9,0.21
1999-00,BOS,NBA,82,35,47,0.427,-0.76,-0.24,-1,94.6,104.8,105.6,0.474,13.8,30.4,0.236,0.498,15.8,26.2,0.306
1999-00,CHH*,NBA,82,49,33,0.598,2.67,-0.34,2.33,93.9,104.3,101.4,0.475,13.7,25.7,0.285,0.478,14.6,26.8,0.198
1999-00,CHI,NBA,82,17,65,0.207,-9.4,0.17,-9.23,89.4,94.2,104.6,0.443,18,29.9,0.24,0.484,14.5,30.1,0.24
1999-00,CLE,NBA,82,32,50,0.39,-3.5,-0.14,-3.64,95.7,100.4,104,0.468,15.6,28.1,0.245,0.474,15.1,28.8,0.275
1999-00,DAL,NBA,82,40,42,0.488,-0.57,0.29,-0.29,94.9,106.6,107.2,0.49,12.6,25.5,0.2,0.488,14.2,33.9,0.21
1998-99,CHI,NBA,50,13,37,0.26,-9.46,0.88,-8.58,88.1,92.4,103,0.424,15.1,26.8,0.219,0.483,15.3,28.3,0.241
1998-99,CLE,NBA,50,22,28,0.44,-1.72,0.78,-0.94,86.4,99.6,101.6,0.464,15.9,25.1,0.285,0.468,16.2,31,0.267
1998-99,DAL,NBA,50,19,31,0.38,-2.4,-0.1,-2.5,89,102.3,104.9,0.459,13.2,29.8,0.218,0.476,13.3,30.9,0.212
1998-99,DEN,NBA,50,14,36,0.28,-6.6,-0.07,-6.67,90.5,103.1,110.4,0.459,13.9,30.1,0.253,0.499,13.2,30.8,0.248
1998-99,DET*,NBA,50,29,21,0.58,3.42,0.55,3.97,86.3,104.2,100.3,0.48,15.6,30.5,0.256,0.468,15.4,28,0.259
1998-99,GSW,NBA,50,21,29,0.42,-2.5,-0.13,-2.63,88.9,98.4,101.1,0.434,14.1,35.2,0.19,0.445,14,29.6,0.29
1998-99,HOU*,NBA,50,31,19,0.62,2.32,-0.93,1.39,88.8,105.4,102.9,0.506,15.8,27.8,0.228,0.461,12.4,30.1,0.188
1998-99,IND*,NBA,50,33,17,0.66,3.74,0.12,3.86,86.4,108.7,104.4,0.486,12.8,28.7,0.253,0.46,12.7,30.1,0.236
1998-99,LAC,NBA,50,9,41,0.18,-8.82,-0.12,-8.94,89.5,100,109.7,0.454,14.9,30.6,0.22,0.503,14.8,33.1,0.279
1998-99,LAL*,NBA,50,31,19,0.62,3.02,-0.35,2.68,91.6,107.6,104.3,0.498,14.1,30.6,0.261,0.468,13.3,29.8,0.267
1998-99,MIA*,NBA,50,33,17,0.66,4.96,0.15,5.11,84.8,104.7,98.9,0.494,15.3,27.3,0.26,0.439,13.6,29,0.226
1998-99,MIL*,NBA,50,28,22,0.56,1.66,0,1.66,87,104.9,103,0.489,14.3,29,0.222,0.463,16,32.4,0.275
1998-99,MIN*,NBA,50,25,25,0.5,0.38,-0.55,-0.17,91,101.9,101.5,0.439,11.7,32.5,0.196,0.467,15.8,29.8,0.276
1998-99,NJN,NBA,50,16,34,0.32,-3.78,0.58,-3.2,91.5,99.5,103.6,0.434,13.7,31.1,0.231,0.481,15.2,30.3,0.238
1998-99,NYK*,NBA,50,27,23,0.54,1.02,0.43,1.45,86.9,98.6,97.5,0.463,15.9,27.9,0.241,0.434,14.9,29,0.258
1998-99,ORL*,NBA,50,33,17,0.66,2.6,0.51,3.11,88.8,100.3,97.4,0.456,15.4,32.6,0.222,0.473,16.7,29.2,0.181
